CD_ALUNO_ANONIMIZADO,FLAG_MOBIL_REDUZ,TIPO_MOBIL_REDUZ
4231000111F36455140D7730142924,0,0
4401000115A35217023F8582323332,0,0
2793000115D33651352B9866243345,0,0
4897000121D25984274E5648553656,0,0
4911000122A38444639F5848493758,0,0
4386000109C36692993A0431672651,0,0
9156000122C27820112A5190943751,0,0
7882000123C27036594F9078413890,0,0
9608000106B14186029F4183842388,0,0
9942000109E16368184C9487232741,0,0
2802000110A26248968C3115832778,0,0
9163000113D34662151B9923973145,0,0
7248000115A31806860B6110793307,0,0
2493000122C21434430C0824553708,0,0
7159000109B32494211E3759402684,0,0
7251000111C12502599B3460342881,0,0
3590000115B30233346B8374213330,0,0
8686000121B24355287C5786443657,0,0
8329000122C26948673F0582913705,0,0
6735000124A18009636F6367023963,0,0
0026000113E31245777D5688133104,0,0
3837000120D37665290B1737893517,0,0
5985000122A20752870A0059453700,0,0
8245000122D26228183B7881943778,0,0
3766000124F17888263F0237333902,0,0
9343000108D24816864F7981242626,0,0
6676000113B35447585A9554633142,0,0
9273000115A33104923F3431043280,0,0
7982000123C38073143E5979403859,0,0
1216000105C26636338E5799922305,0,0
3005000124B18681896C1829723918,0,0
3315000124D14535944A3432823934,0,0
9325000107C5851516D9081042537,0,0
5416000110F23508621C1141972758,0,0
9817000114C34391077D4536453191,0,0
7358000121B22486233F1073143610,0,0
9456000123E26978476F8294143882,0,0
4802000045B11507436E7001641002,0,0
7388000110C29187148F3661692783,0,0
1833000114B35700207F0650673153,0,0
1522000114C36777016C2553503172,0,0
7748000114B38249236D3515763181,0,0
5349000122B23419061E5652873756,0,0
8269000110C36463777E6370512810,0,0
8751000111A2528211E9275352939,0,0
5939000112C30723429D8947253036,0,0
6173000123F18480795E4061283840,0,0
7113000125F20074809B0470804004,0,0
7639000105A37935231B6264152309,0,0
9279000113C30635974E2580663072,0,0
8857000116F30773793B0426883350,0,0
2090000121F23201938A0920453609,0,0
8304000121C19468463D9082643690,0,0
6997000122B16333172B0069573700,0,0
0768000120D34064312D2907203529,0,0
7480000109A31703655E6662612713,0,0
9103000120F36351210A7290553572,0,0
9830000124E38244451C7397973973,0,0
9750000107A29574677C4385272490,0,0
0692000109E36940723F2294732670,0,0
0345000111E33298127D8391282931,0,0
1373000111D24149608C9601572943,0,0
4057000121B29556627F2740133627,0,0
9194000124D26208065F3791613937,0,0
9302000110A32239789B7480842821,0,0
3143000115D30746151C0069743247,0,0
2605000116B35225321C1564363362,0,0
5795000122C15993859B0957593709,0,0
3857000124B21712101B9738243997,0,0
1308000110F15047577C9100902838,0,0
2459000121D26505164A1124153611,0,0
5749000122D17161210F3856873738,0,0
4308000109B29337480B6430892711,0,0
0817000111F38641185C5096002898,0,0
0359000112C34632701C5391443001,0,0
3426000113A36778298A8022133127,0,0
8872000114B35125877D4027003186,0,0
9205000121E28301739F1191613611,0,0
8833000123F20426196A2687883826,0,0
1308000110B24600967A5600892803,0,0
3448000120C32510955A6534003565,0,0
3278000121B29612658B9032383690,0,0
9015000123F26565790F4189703841,0,0
4901000109A24942444D6236822709,0,0
4067000110C29036816B7928492826,0,0
7511000122C23695561F8874633788,0,0
8704000112D35179610F6074893007,0,0
4955000113C30707438B6237423109,0,0
3856000111F7247241F7426392921,0,0
4713000120C33450657E4846653548,0,0
6880000121E38250239E0968353609,0,0
8440000110B9521318B8372222830,0,0
3921000123D38469481D3738763837,0,0
8708000107E35849578C6174852508,0,0
5650000112B6770750A0744342954,0,0
2344000112E36491381F7811303025,0,0
4750000114C29952720F7185783218,0,0
6696000120B31096814D9566513595,0,0
6694000124D25280028B7966613979,0,0
7328000109B29158052E2561092672,0,0
0437000110D35408898F5792192805,0,0
6687000114A30963421B3405153180,0,0
4448000120B34024659D5544003555,0,0
5579000120E30827719C7755323577,0,0
0543000033C13646370C8574220661,0,0
0493000112F8009613B4792782995,0,0
2821000114D31938425E4466493191,0,0
2252000120A30028226E2922043529,0,0
3493000103E12177878C9522672142,0,0
5080000108E29035293E4638602593,0,0
4132000113A30205387C4229193089,0,0
3628000115C32082096A7574593322,0,0
8769000121D38955102D1387253613,0,0
9179000123F22028714A7591373875,0,0
7833000045D23561264B6267251597,0,0
0517000113D34930133E5993043107,0,0
8895000114B26260834B2627233172,0,0
8374000107C25471345F2371512470,0,0
0050000110D37452197B1388312761,0,0
1871000110D37224737A6406532811,0,0
5185000111D34340463C0439682851,0,0
9729000111F33298270D1285122859,0,0
1869000122C38514258A6918173769,0,0
7302000110A37223850A7760842824,0,0
8209000113F32016654B0369953050,0,0
5864000109C36932215D3146452678,0,0
1784000110A18610988C0305652750,0,0
0124000110C18817258D3989052787,0,0
6567000112F18219307C1953512966,0,0
6280000112B8150312F5150652998,0,0
4679000113D34117212E5834663105,0,0
7684000114B37273688A5115123197,0,0
2106000116C31600192E0959373356,0,0
0322000120A37145120F5202743552,0,0
9077000122E27147692F2990413729,0,0
8451000122E29220233A9284033792,0,0
7422000123C22932485F8773813887,0,0
2151000115F35747629B1859823265,0,0
4481000110C34599528B5432622801,0,0
9797000112F36514940A7285833019,0,0
8336000108A38281065D6671162613,0,0
1565000111D19722830B6803482915,0,0
5234000111C24586039B8440172931,0,0
2696000113B33073531E2114833068,0,0
3167000116A35739363B1869983365,0,0
7415000112C35391654A0761992954,0,0
4717000113B34845902E5335043100,0,0
1083000116C36806962B1249143359,0,0
9912000123D27453887F1998663819,0,0
5092000124B16916682E6150593961,0,0
5802000111F38975481A1345852860,0,0
3638000121C14102462C7635963676,0,0
7532000125E25477487F1874994018,0,0
5575000111E10275053D7743582924,0,0
5745000111E33049972A8445282931,0,0
2454000112D33047009A7512403022,0,0
4624000115F32883606F4084553287,0,0
1458000116C32057102D3052893377,0,0
6678000123A17616061F9366373893,0,0
0503000124B22302030D6004703960,0,0
9828000114D34674529C5336563199,0,0
5490000110F32748790D4742712794,0,0
5638000111A28853757A0444212851,0,0
3482000111B32000404B3222652879,0,0
3150000115D36594101D0869813255,0,0
2538000115B29951105B2263693269,0,0
1247000115D32109828F4450783291,0,0
1946000120A24563912C1718983517,0,0
5068000122D23695705C1450323714,0,0
4888000125C22468420A3448594034,0,0
7029000109F30663180E4058102687,0,0
2329000116B31867350C6761603414,0,0
5722000108C38722165E9845032645,0,0
1343000109A29853302E1901242666,0,0
0614000110F19272901B6893962816,0,0
1328000112A35401797D8101143028,0,0
2523000116C32630991A2663543373,0,0
0801000123B38446067A6107593861,0,0
4563000103D7631489A4235782089,0,0
6920000113E33071925A5557073102,0,0
6542000116D32600132B1703733363,0,0
8896000123C27354532E8188543881,0,0
7173000123F22529283E8471313884,0,0
0168000124C23550155E2101353921,0,0
3332000125A28971508C3333034033,0,0
9651000109D28421939A2784322674,0,0
2741000114F32550834D4965693196,0,0
8072000116B31836925C4119033387,0,0
9313000109F27688055A0480942651,0,0
5376000122D27343385A0353363703,0,0
1402000123C2628622D4213573842,0,0
0360000124A25735122B1303273913,0,0
1435000124B20579831D8614023986,0,0
4141000110E2272729B8729232834,0,0
9701000114F36031162C5535293201,0,0
5024000115A33396195E4388553290,0,0
5460000121B26684522A0854153608,0,0
1782000111A24630867A2005652867,0,0
4952000113A35157616F5237393099,0,0
7862000113C32311393C9566493142,0,0
6996000115E34459179E2808273274,0,0
6332000115B34985125F5401633300,0,0
9479000121B24971602D1194353611,0,0
8405000121C18656682D9583653695,0,0
3438000124A38277541A8534053985,0,0
6088000040E23261245F1663350250,0,0
6190000113F30702627F4749773094,0,0
5594000115A36043349D7294253319,0,0
1137000115A33165351D7649683323,0,0
8913000121F15261006C0088683600,0,0
5364000122F26107443A6853123768,0,0
8119000122C38335825D8280683782,0,0
1489000110B19345833A4302702790,0,0
7828000112D30426541E1366122960,0,0
2223000113E32010995C8310103130,0,0
1739000121B38781547D0316943603,0,0
1990000111B22837390D6207732909,0,0
4295000113B27951342F7230823119,0,0
0009000114F31522381F2238373169,0,0
9691000123E24415436E8396493883,0,0
3907000101F24096175F9538481942,0,0
9076000116A34176231C2129073367,0,0
2358000108D13105952B4111382588,0,0
4400000105F2506217D6931762316,0,0
5040000114B31006107A0682743153,0,0
7595000122E27388169A8175443781,0,0
4826000111F33821315B0836092855,0,0
5855000111B35123287E3846382885,0,0
8294000113E30198928B6070813107,0,0
0850000114B33318218A1946783166,0,0
4542000114B29961807C6983703216,0,0
0878000110B37434522D1996592767,0,0
9598000114C27570158D2234263168,0,0
7386000121C27755356B5073423650,0,0
2508000124D22677720B0724753907,0,0
5785000121C26453275D5557433655,0,0
2281000109C24294482C6810622715,0,0
5929000110F3401158E8747112834,0,0
4624000111C24873080B3134072878,0,0
8730000112B37467043B0275142949,0,0
8924000124D15909675D2488913924,0,0
2548000112F24149426A1513322962,0,0
4737000113E31255020C4035243087,0,0
6248000044E12015579A7422861004,0,0
7929000115A30530472E3317603279,0,0
0755000110D12576737E5595362803,0,0
8906000112D33355340B5976913006,0,0
6489000113B37517120C3452763081,0,0
5594000114C32275855A4294223189,0,0
9506000116F34435293D0533373351,0,0
1125000116A31324836A2749563374,0,0
4038000124D15094818E8340053983,0,0
5658000110B37753820D5344392800,0,0
5683000115F35768417A0695143253,0,0
3276000109B38199530A1220572659,0,0
1120000115C32601170E2149513268,0,0
5440000123C27224222E0653943806,0,0
2822000123D28089333E4127773841,0,0
1516000111D15561452D6002992907,0,0
5180000111C34344209B7739632924,0,0
9464000111B13713854B9982482946,0,0
5009000122E18358781F5049473750,0,0
8134000112E34890320C6969203016,0,0
4841000114D35969656D1086673157,0,0
6642000116F33677145A3004733376,0,0
5992000120B31235634D6159443561,0,0
3859000123F19609424D0638133806,0,0
8087000124C23586924A7380543973,0,0
0630000124E22303793B9105973991,0,0
7260000125B25449268E2472274024,0,0
8844000040C28406517D8131911420,0,0
3792000108D38720981B8425732631,0,0
5382000111E28911019F8741652934,0,0
0257000044D742173D2620420416,0,0
2035000111F32004128D7308182920,0,0
9291000112A33027885A3580752982,0,0
5343000115C30755518B6191743308,0,0
8210000116B37583012E0620413352,0,0
6343000120E24975886B7962963579,0,0
3846000122D18865542C1538103715,0,0
0930000108C37457388A8797112635,0,0
9515000110C34315016A0382962750,0,0
2136000111C22300248B4709192894,0,0
5283000112A24029288E0640672953,0,0
7821000113D35946209A6866083115,0,0
7744000111B22004374A1465272861,0,0
3863000113A27732754F7426503121,0,0
6749000115D31309169B7605803322,0,0
8905000110B22024827C5276862799,0,0
6764000116A32599430D4705953393,0,0
4595000122A26873440F0745573707,0,0
1861000112C30422713F0206452949,0,0
7227000114E34368503F2510553171,0,0
4115000114C35476978B9579453242,0,0
3144000121E25625211A0830993608,0,0
7094000121D38275473B7170523671,0,0
3325000123A22405159C8832843888,0,0
5103000125E38130388D1050704010,0,0
6135000100E9677061B5860901805,0,0
1943000108E23379482F1907232566,0,0
3240000114A32982695E0564743152,0,0
6313000115B31064637B0501443251,0,0
5259000120D34281023E8152123581,0,0
6285000123F22587140B6862433868,0,0
7967000108E28465867F9067482637,0,0
2061000109E21346517E8208422729,0,0
1134000116D32383394C3649653383,0,0
1205000123B38609275B0311583803,0,0
0177000044C21776833F4390530431,0,0
6466000108C11688964E6452462611,0,0
8007000115F30001367E2318383269,0,0
9042000114F36996987E3528703181,0,0
5331000120D33220034D9052863590,0,0
6633000110D31182833C2054142767,0,0
0132000114B37074853D7939603226,0,0
1195000108A31658821E1699742564,0,0
0560000110C28373113A6693422814,0,0
2929000115B34429456C1567603262,0,0
6149000115B33431770E6899803315,0,0
7997000121C27665994A0579523605,0,0
7414000121B38335953E9973743699,0,0
9570000122D17793723B4895083748,0,0
5490000122D26385212D7054383770,0,0
5499000125B29177900C4254704042,0,0
0429000111F8772002A8392122931,0,0
2943000113C35976790C2717303074,0,0
7926000124C26219118C4578933945,0,0
8241000048A22099439E8486080888,0,0
1941000109C31185666F3107222678,0,0
2632000111D28627980D4614152893,0,0
4330000111C10082206D6831132915,0,0
1669000113D34100826F8304563130,0,0
0218000114A33658024F9640483243,0,0
5808000109A33788293E3245892679,0,0
2400000111F29373543D2911832876,0,0
8814000113C34649294C7476013121,0,0
9709000121D26171691C3596653635,0,0
5751000121E28968199C5857093658,0,0
6106000125D27834181F2260734022,0,0
3309000114A34729893F8571373232,0,0
1524000108D24659920A8903052636,0,0
8500000113B32450582B4872873095,0,0
9964000120D21296599D2099163520,0,0
1463000121C38011767D1514193615,0,0
0427000110D36964347A8792092835,0,0
0181000112A31500331E6289663010,0,0
5015000122C19891282E3849533738,0,0
3213000124B20557820F0231803902,0,0
8276000113B33883682E1170623058,0,0
5099000113A27228609F8738863134,0,0
9532000114C33867770A2233603168,0,0
5310000120A30018515E2352623523,0,0
4503000124E25266811C0344703903,0,0
3118000111E34356166C7819012925,0,0
0176000113C32816979A3989633087,0,0
8493000115D34427628F2223243268,0,0
8302000115F33913051B7221333318,0,0
2931000116F35834279E6367623410,0,0
2808000111C19174448D0015912847,0,0
9138000114E35206157A7129663217,0,0
2640000115F30794572C6764713314,0, 
1878000121C5208358B3918343639,0,0
3835000121A17585317B4237913642,0,0
4717000122E38421155E5146553751,0,0
2971000122B16727173C9029233790,0,0
7745000123B12120670C0976993809,0,0
3355000113B35968991C9965893146,0,0
6239000121F26761107B1861953618,0,0
0685000103E9611375A5595942103,0,0
0859000115E32110068A6546903312,0,0
1855000124E25418326A8918223989,0,0
8103000125E17676876A2480704024,0,0
8440000035B8717438E3332940636,0,0
0746000113B37518063D9495333142,0,0
3261000124F26365531A4832283948,0,0
7836000108E31402628B0366152550,0,0
2822000111B17159942C3916052886,0,0
4315000114A36479937A4681433193,0,0
6328000115F37077566E8901593335,0,0
1425000122B28113569D4213633742,0,0
7146000115D37592558A7609773322,0,0
0420000122F27099795C6103643761,0,0
6019000124D20006388D8059863980,0,0
8968000110E29727840C2177492768,0,0
0508000111C36707959A7492912922,0,0
5826000112F32301118E8146123028,0,0
2803000120F36708920B6627553566,0,0
8296000122B23002888A1382603713,0,0
5786000110F31735779B5345672800,0,0
5982000110A13919073A6947642816,0,0
1416000111F36190683A4201992889,0,0
2346000122C22711382E9422993794,0,0
4620000124E3698119D0145873901,0,0
4935000125A22051539D3949064039,0,0
7272000105B39084618D6460482311,0,0
5740000111D24104174E1045232857,0,0
7485000111E34096368F8962682936,0,0
1987000112D19005919C1907712966,0,0
3904000113D35992213D2026913067,0,0
6342000041B28443367F3981410562,0,0
9813000113F33585250F3086003077,0,0
7712000123C24091536A3476673834,0,0
3304000112E24690112C0220882949,0,0
7239000041F14992221D3863550811,0,0
4063000049C5081585E8268111700,0,0
0226000108E34571058D5990062607,0,0
8262000111E6734208B7370452920,0,0
5835000114B33948137D5896633205,0,0
4434000115F33917875B4382653290,0,0
2160000124E26957888F7921273979,0,0
0968000112E38582822B5497533002,0,0
1821000124C10833941B1817883918,0,0
8541000125E22933555E1985084019,0,0
7205000111B12742970C4359882890,0,0
4297000121A19151828E4642533646,0,0
9279000122D28762005D1792433717,0,0
7069000122B29252194A3470073734,0,0
2009000124A14239672F6819763968,0,0
6253000109D26028944C0750342654,0,0
6128000115E35486743D0999593256,0,0
1022000111A12482881E2698052874,0,0
4073000111B11500427C3728562884,0,0
6958000115F36837368B2607893272,0,0
8611000121C27620193B5485693654,0,0
5218000107D34266879F0539952452,0,0
3923000111B24957538B9127062938,0,0
7057000108C37944947E2158372568,0,0
6601000108F35361399A5453812601,0,0
0399000113B34152541A0491853052,0,0
5716000113D35945874A1445023061,0,0
6651000115B31792699C0804823254,0,0
8231000122B13914216C4681693746,0,0
9878000110C30675719B7786602824,0,0
5002000114D30455895E4088303187,0,0
5410000124C10620383B5553773955,0,0
3674000124A27431052C7236413972,0,0
8544000108D37693146F3373242580,0,0
3170000109C19148792F4119512688,0,0
3472000110E38367350C3522532782,0,0
3675000111F7071009F6424582911,0,0
6057000112F30850621A9748433044,0,0
9393000115B34684483D2932243275,0,0
8266000120C13295075D7982193579,0,0
4523000123F26687041B2044773820,0,0
8059000108B29839350B0868382555,0,0
6646000113E30442526B0354323050,0,0
7296000123D23679530A3872513838,0,0
3738000124C38852400C5337053953,0,0
2067000107E26236134F7708462524,0,0
1898000109C28107185D7106792718,0,0
8624000110F27629146A4574052792,0,0
7666000111B8550202A8364492930,0,0
1170000114A33649595B8549983232,0,0
4530000122D29355580F4544683745,0,0
3487000122A22603645F9234393792,0,0
5157000123D29066755F1351113813,0,0
8045000124C23094756C9180123991,0,0
7344000107F29828110B9161232538,0,0
6194000109D34835094E0349752650,0,0
8728000111C4159449E8375112930,0,0
8403000120A36100055A5283553552,0,0
6902000121A28087669D8068603680,0,0
1597000124D17039680E4915643949,0,0
0285000125A23060480E4702564047,0,0
6051000106E18631105D4448272391,0,0
4072000115F33373863A1479033261,0,0
6540000124B23927441C5265073952,0,0
4501000108A36662705C3932812586,0,0
9585000108B33018799D9283662639,0,0
6381000111D28769021C9851652945,0,0
3065000116F36316468D4068963387,0,0
1363000123B26827080C2013173820,0,0
8017000124A26332029B7279843972,0,0
6456000107E32443250E2552332472,0,0
9732000111E32773585B5185152898,0,0
1878000112C37525818C7206643019,0,0
2996000123D26135820B9829633898,0,0
1148000124D25213649C7611153976,0,0
6375000125D21988042D4463464044,0,0
7746000110F34347899A8365282830,0,0
0842000111F25044948F9896262946,0,0
2980000123D25125349E4929353849,0,0
6302000120A23650325E9762573597,0,0
2868000121D12972598A0528233605,0,0
4958000121C24662255D4849143648,0,0
5479000123D29276407A9154383891,0,0
4342000111B13477478B9731262944,0,0
1453000115B36827603F0552843252,0,0
3111000116D30485360B0469423351,0,0
1363000116B36299282C4551943392,0,0
7365000122B25612897E8773173787,0,0
4909000123C22749706F9948763899,0,0
2328000106A15338264C3411042381,0,0
2896000109F36934985C7016772717,0,0
5973000110B27284353C3747542784,0,0
1625000110F27688266C6904072816,0,0
8769000113E30171518B6475563111,0,0
4533000121A14151974F7844913678,0,0
4082000124F27088728E1940493919,0,0
9743000110A21498022D7585252822,0,0
8874000111A24630787A3176572878,0,0
9137000111D33033245C4779202894,0,0
9967000113B32522455E0387533050,0,0
1678000113C31503320A9849123145,0,0
8494000108B25399877F5872742605,0,0
0647000116A35232879F1544783362,0,0
5156000123D22749778F9951233899,0,0
7137000042D7506739E6256520508,0,0
0981000104D25950568A9697562244,0,0
9140000110D24885287E4679212793,0,0
5454000114B30767324F6092823207,0,0
3637000116C11345392B6574683412,0,0
2840000120A30816738C2527923525,0,0
8431000120A36093817C9783863597,0,0
8842000048C11852058B6400761060,0,0
9146000109B21560183C9079272737,0,0
8520000109D34326394B7073012717,0,0
8412000115E29991173F5022433296,0,0
1915000116D36800877A2057463367,0,0
5781000122F27421074A3957193739,0,0
1528000109B17250093B0203092649,0,0
7883000113D34928314B9566703142,0,0
5889000114E33110213A5797173204,0,0
2381000120A31081099F0623813506,0,0
6091000124F27247021B6560583965,0,0
0097000124B26410818B7800643978,0,0
8775000110C15949184C7575572822,0,0
1055000111F29325786A3498382882,0,0
6415000115D33686065C2902463275,0,0
